<<<<<<< HEAD
"SABLE_SET_TYPE","count","tagagainlive","tagdead","tagrelease","taglengthsample","samplecount"
"INLET STANDARDIZED",17871,56,0,2899,2897,1068
"StRS",60965,98,2,9143,9134,4591
=======
"SABLE_SET_TYPE","count","tagagainlive","tagdead","tagrelease","taglengthsample","samplecount"
"INLET STANDARDIZED",17871,56,0,2899,2897,1068
"StRS",60965,98,2,9143,9134,4591
>>>>>>> 574a90f9915148371f45528aa5df2264bfc26ad9
